agency_cd,site_no,Date,Flow,Flow_cd,Turb,Turb_cd,80154,80154_cd,80155,80155_cd
USGS,01589000,2012-03-13,146,A,2,A,2.9,A,1.13,A
USGS,01589000,2012-03-14,146,A,2.4,A,3.2,A,1.25,A
USGS,01589000,2012-03-15,138,A,2.2,A,3,A,1.12,A
USGS,01589000,2012-03-16,135,A,2.1,A,3,A,1.09,A
USGS,01589000,2012-03-17,134,A,2.2,A,3,A,1.09,A
USGS,01589000,2012-03-18,129,A,2.2,A,3,A,1.04,A
USGS,01589000,2012-03-19,127,A,2.1,A,3,A,1.03,A
USGS,01589000,2012-03-20,148,A,2.3,A,3,A,1.2,A
USGS,01589000,2012-03-21,142,A,2.2,A,3,A,1.15,A
USGS,01589000,2012-03-22,133,A,2.2,A,3,A,1.08,A
USGS,01589000,2012-03-23,125,A,2.2,A,3,A,1.02,A
USGS,01589000,2012-03-24,135,A,2.6,A,3.4,A,1.23,A
USGS,01589000,2012-03-25,195,A,3.2,A,3.8,A,1.98,A
USGS,01589000,2012-03-26,174,A,2.9,A,3.7,A,1.74,A
USGS,01589000,2012-03-27,139,A,2.1,A,3.1,A,1.18,A
USGS,01589000,2012-03-31,115,A,1.7,A,3.2,A,0.98,A
USGS,01589000,2012-04-01,112,A,1.8,A,3.2,A,0.98,A
USGS,01589000,2012-04-02,127,A,1.9,A,3.3,A,1.12,A
USGS,01589000,2012-04-03,112,A,1.9,A,3.3,A,1,A
USGS,01589000,2012-04-04,107,A,1.9,A,3.4,A,0.97,A
USGS,01589000,2012-04-05,105,A,1.9,A,3,A,0.84,A
USGS,01589000,2012-04-06,99.9,A,2,A,2.7,A,0.72,A
USGS,01589000,2012-04-07,97.2,A,2,A,2.6,A,0.69,A
USGS,01589000,2012-04-08,96,A,2,A,2.6,A,0.67,A
USGS,01589000,2012-04-09,94.7,A,1.9,A,2.5,A,0.65,A
USGS,01589000,2012-04-10,93.5,A,1.9,A,2.5,A,0.63,A
USGS,01589000,2012-04-11,91.6,A,1.9,A,2.4,A,0.6,A
USGS,01589000,2012-04-12,92.7,A,1.7,A,2.4,A,0.6,A
USGS,01589000,2012-04-13,90.1,A,1.8,A,2.3,A,0.57,A
USGS,01589000,2012-04-14,88.8,A,1.9,A,2.3,A,0.55,A
USGS,01589000,2012-04-15,87.9,A,1.9,A,2.2,A,0.53,A
USGS,01589000,2012-04-16,87.3,A,1.9,A,2.2,A,0.52,A
USGS,01589000,2012-04-17,83.6,A,2,A,2.2,A,0.49,A
USGS,01589000,2012-04-18,84.3,A,2.1,A,2.1,A,0.48,A
USGS,01589000,2012-04-19,94.4,A,2.2,A,2.1,A,0.53,A
USGS,01589000,2012-04-20,86,A,2.1,A,2,A,0.47,A
USGS,01589000,2012-04-21,85.5,A,2.3,A,2.4,A,0.55,A
USGS,01589000,2012-04-22,129,A,10.5,A,15.3,A,9.42,A
USGS,01589000,2012-04-23,224,A,11.2,A,15.5,A,10.3,A
USGS,01589000,2012-04-24,126,A,4.7,A,5.7,A,2,A
USGS,01589000,2012-04-25,101,A,2.8,A,3.8,A,1.04,A
USGS,01589000,2012-04-26,96.7,A,2.1,A,2.9,A,0.75,A
USGS,01589000,2012-04-27,106,A,2.3,A,2.7,A,0.78,A
USGS,01589000,2012-04-28,89.8,A,2.1,A,2.6,A,0.63,A
USGS,01589000,2012-04-29,94.9,A,2,A,2.5,A,0.63,A
USGS,01589000,2012-05-01,90,A,2.1,A,2.2,A,0.53,A
USGS,01589000,2012-05-02,95.7,A,2.4,A,2.2,A,0.57,A
USGS,01589000,2012-05-03,94,A,2.7,A,3.5,A,0.89,A
USGS,01589000,2012-05-04,117,A,3.8,A,4.9,A,1.57,A
USGS,01589000,2012-05-05,95.2,A,3.8,A,4.9,A,1.28,A
USGS,01589000,2012-05-06,85.5,A,2.6,A,3.7,A,0.86,A
USGS,01589000,2012-05-07,83.1,A,2.7,A,3.4,A,0.76,A
USGS,01589000,2012-05-08,85.9,A,2.6,A,3.2,A,0.75,A
USGS,01589000,2012-05-09,194,A,15.6,A,22.5,A,13.7,A
USGS,01589000,2012-05-10,153,A,5.5,A,6.8,A,2.93,A
USGS,01589000,2012-05-11,104,A,3.4,A,4.5,A,1.26,A
USGS,01589000,2012-05-12,90.6,A,2.7,A,4.5,A,1.1,A
USGS,01589000,2012-05-13,85.2,A,2.7,A,3.4,A,0.78,A
USGS,01589000,2012-05-14,122,A,4.3,A,5.5,A,2.91,A
USGS,01589000,2012-05-15,363,A,37.1,A,56.5,A,61.5,A
USGS,01589000,2012-05-16,176,A,12.9,A,17.5,A,8.83,A
USGS,01589000,2012-05-17,125,A,4.9,A,6,A,2.05,A
USGS,01589000,2012-05-18,105,A,4.3,A,4.7,A,1.32,A
USGS,01589000,2012-05-19,95.2,A,3.8,A,6,A,1.53,A
USGS,01589000,2012-05-20,88.5,A,3.9,A,5.3,A,1.26,A
USGS,01589000,2012-05-21,118,A,6.1,A,7.3,A,2.6,A
USGS,01589000,2012-05-22,119,A,4.7,A,5.1,A,1.66,A
USGS,01589000,2012-05-23,140,A,12.4,A,16.7,A,11.7,A
USGS,01589000,2012-05-24,183,A,131,A,217,A,97.9,A
USGS,01589000,2012-05-25,105,A,13.8,A,20.9,A,6.04,A
USGS,01589000,2012-05-26,90.7,A,6.7,A,13.1,A,3.22,A
USGS,01589000,2012-05-27,85.2,A,5.9,A,13.5,A,3.1,A
USGS,01589000,2012-05-28,95.5,A,6.2,A,11.6,A,3,A
USGS,01589000,2012-05-29,99.6,A,13.6,A,23.6,A,10.5,A
USGS,01589000,2012-05-30,141,A,12.4,A,15.6,A,6.44,A
USGS,01589000,2012-05-31,90.8,A,6.4,A,7.3,A,1.87,A
USGS,01589000,2012-06-01,195,A,43.3,A,59.7,A,90,A
USGS,01589000,2012-06-02,648,A,276,A,411,A,1040,A
USGS,01589000,2012-06-03,287,A,22.8,A,12.8,A,10.1,A
USGS,01589000,2012-06-04,252,A,13.9,A,8.3,A,5.67,A
USGS,01589000,2012-06-05,195,A,12.5,A,9.9,A,5.2,A
USGS,01589000,2012-06-06,136,A,10.5,A,10.3,A,3.79,A
USGS,01589000,2012-06-07,109,A,8.8,A,8.9,A,2.63,A
USGS,01589000,2012-06-08,110,A,8.5,A,7.5,A,2.24,A
USGS,01589000,2012-06-09,87.5,A,7,A,6.4,A,1.51,A
USGS,01589000,2012-06-10,77.2,A,6.7,A,7.2,A,1.5,A
USGS,01589000,2012-06-11,71.7,A,5.4,A,8.2,A,1.59,A
USGS,01589000,2012-06-12,105,A,11.5,A,19.5,A,6.78,A
USGS,01589000,2012-06-13,147,A,14.3,A,24.8,A,10.9,A
USGS,01589000,2012-06-14,87.5,A,8,A,16,A,3.78,A
USGS,01589000,2012-06-15,75.1,A,6.6,A,16,A,3.24,A
USGS,01589000,2012-06-16,69.2,A,6.1,A,16,A,2.99,A
USGS,01589000,2012-06-17,66.1,A,5.8,A,15.9,A,2.84,A
USGS,01589000,2012-06-18,70,A,6.1,A,15.4,A,2.9,A
USGS,01589000,2012-06-19,71.7,A,5.9,A,14.8,A,2.87,A
USGS,01589000,2012-06-20,66,A,4.4,A,14.2,A,2.54,A
USGS,01589000,2012-06-21,62.7,A,3.9,A,13.5,A,2.29,A
USGS,01589000,2012-06-22,61.8,A,3.8,A,12.6,A,2.11,A
USGS,01589000,2012-06-23,62.3,A,4.2,A,11.8,A,1.98,A
USGS,01589000,2012-06-24,58.3,A,4.3,A,10.9,A,1.72,A
USGS,01589000,2012-06-25,55.5,A,4.3,A,10.3,A,1.55,A
USGS,01589000,2012-06-26,52.6,A,4.7,A,9.8,A,1.39,A
USGS,01589000,2012-06-27,50.4,A,4.8,A,9.3,A,1.26,A
USGS,01589000,2012-06-28,49.3,A,4.5,A,11.3,A,1.5,A
USGS,01589000,2012-06-29,55.8,A,9.2,A,28.6,A,11.4,A
USGS,01589000,2012-07-02,94.2,A,10.7,A,15.2,A,3.93,A
USGS,01589000,2012-07-03,62.9,A,5.6,A,9.9,A,1.69,A
USGS,01589000,2012-07-04,53.2,A,5.3,A,9.5,A,1.37,A
USGS,01589000,2012-07-05,49.5,A,3.9,A,9.1,A,1.21,A
USGS,01589000,2012-07-06,46.7,A,3.3,A,8.4,A,1.06,A
USGS,01589000,2012-07-07,45.1,A,3.2,A,10.3,A,1.25,A
USGS,01589000,2012-07-08,43.9,A,3.5,A,10.8,A,1.28,A
USGS,01589000,2012-07-09,253,A,70.9,A,115,A,114,A
USGS,01589000,2012-07-10,94.7,A,48.2,A,71.3,A,21.9,A
USGS,01589000,2012-07-11,61.6,A,8.6,A,12.6,A,2.1,A
USGS,01589000,2012-07-12,54.4,A,5.3,A,11.4,A,1.69,A
USGS,01589000,2012-07-13,50.6,A,4.7,A,7.9,A,1.08,A
USGS,01589000,2012-07-14,55,A,5.1,A,6.2,A,0.92,A
USGS,01589000,2012-07-15,53.1,A,4.8,A,6.7,A,0.96,A
USGS,01589000,2012-07-16,52.9,A,4.2,A,6.1,A,0.87,A
USGS,01589000,2012-07-17,46.3,A,3.5,A,3.7,A,0.46,A
USGS,01589000,2012-07-18,43.5,A,3.2,A,2.3,A,0.27,A
USGS,01589000,2012-07-19,44.2,A,3.2,A,1.8,A,0.23,A
USGS,01589000,2012-07-20,247,A,111,A,177,A,117,A
USGS,01589000,2012-07-21,282,A,62.1,A,96.1,A,74.3,A
USGS,01589000,2012-07-23,100,A,15.4,A,23.2,A,6.43,A
USGS,01589000,2012-07-24,79.5,A,9.1,A,15.5,A,3.33,A
USGS,01589000,2012-07-25,67.4,A,7.9,A,11.8,A,2.15,A
USGS,01589000,2012-07-26,60.7,A,7.1,A,8.8,A,1.45,A
USGS,01589000,2012-07-27,82.8,A,9.5,A,14.6,A,3.37,A
USGS,01589000,2012-07-28,61,A,6.2,A,9,A,1.48,A
USGS,01589000,2012-07-29,56.4,A,5.2,A,9,A,1.37,A
USGS,01589000,2012-07-30,53.5,A,5.1,A,9,A,1.3,A
USGS,01589000,2012-07-31,50.6,A,4.8,A,8,A,1.09,A
USGS,01589000,2012-08-01,52.5,A,4.7,A,3.9,A,0.55,A
USGS,01589000,2012-08-02,49.3,A,4.4,A,1.5,A,0.21,A
USGS,01589000,2012-08-03,46.4,A,3.8,A,3.5,A,0.44,A
USGS,01589000,2012-08-04,44.3,A,3.5,A,6.5,A,0.77,A
USGS,01589000,2012-08-05,49.6,A,4.2,A,9.3,A,1.26,A
USGS,01589000,2012-08-06,70.1,A,5.6,A,10,A,1.89,A
USGS,01589000,2012-08-07,49.1,A,3.7,A,9.9,A,1.32,A
USGS,01589000,2012-08-08,44.9,A,3.5,A,5.7,A,0.69,A
USGS,01589000,2012-08-09,43.3,A,3.4,A,4,A,0.47,A
USGS,01589000,2012-08-10,154,A,33.7,A,28,A,15.1,A
USGS,01589000,2012-08-11,82.7,A,12.5,A,11.5,A,2.68,A
USGS,01589000,2012-08-12,63.1,A,7.2,A,9.9,A,1.75,A
USGS,01589000,2012-08-13,50.3,A,5.3,A,6.8,A,0.92,A
USGS,01589000,2012-08-14,62.7,A,21,A,18.8,A,7.27,A
USGS,01589000,2012-08-15,78.6,A,37.2,A,36,A,7.84,A
USGS,01589000,2012-08-16,50,A,8.3,A,8.6,A,1.17,A
USGS,01589000,2012-08-17,46.3,A,6.2,A,6.2,A,0.78,A
USGS,01589000,2012-08-18,51.1,A,6.1,A,8,A,1.13,A
USGS,01589000,2012-08-19,43.2,A,5.9,A,6.3,A,0.74,A
USGS,01589000,2012-08-20,57.7,A,15.2,A,21.1,A,5.38,A
USGS,01589000,2012-08-22,48.3,A,7,A,8.6,A,1.14,A
USGS,01589000,2012-08-24,41.3,A,5.6,A,8.9,A,0.99,A
USGS,01589000,2012-08-25,40,A,5.5,A,8.6,A,0.93,A
USGS,01589000,2012-08-28,51.8,A,5.7,A,9.4,A,1.32,A
USGS,01589000,2012-08-29,43.8,A,5.6,A,11.2,A,1.32,A
USGS,01589000,2012-08-30,40.2,A,5.5,A,12,A,1.3,A
USGS,01589000,2012-08-31,38.2,A,5.2,A,9.8,A,1.01,A
USGS,01589000,2012-09-01,36.7,A,4.8,A,9,A,0.89,A
USGS,01589000,2012-09-02,42.2,A,4.9,A,9,A,1.03,A
USGS,01589000,2012-09-03,44.3,A,4.9,A,9,A,1.08,A
USGS,01589000,2012-09-04,41.6,A,4.4,A,9,A,1.01,A
USGS,01589000,2012-09-05,43.4,A,4.3,A,9,A,1.05,A
USGS,01589000,2012-09-06,38.9,A,4.2,A,8.3,A,0.87,A
USGS,01589000,2012-09-07,38.8,A,4.7,A,6.8,A,0.72,A
USGS,01589000,2012-09-08,44,A,5.3,A,7.4,A,0.95,A
USGS,01589000,2012-09-09,44.1,A,5,A,7.7,A,0.94,A
USGS,01589000,2012-09-10,36.7,A,4.7,A,7.4,A,0.73,A
USGS,01589000,2012-09-11,33.2,A,4.7,A,9,A,0.81,A
USGS,01589000,2012-09-12,31.6,A,4.6,A,6.2,A,0.53,A
USGS,01589000,2012-09-13,31.1,A,4.3,A,4.4,A,0.36,A
USGS,01589000,2012-09-14,30.3,A,3.8,A,5.9,A,0.48,A
USGS,01589000,2012-09-15,29.8,A,3.9,A,6.6,A,0.53,A
USGS,01589000,2012-09-16,28.9,A,3.9,A,6,A,0.47,A
USGS,01589000,2012-09-17,29,A,3.6,A,6,A,0.47,A
USGS,01589000,2012-09-18,96.4,A,47.6,A,56,A,42.8,A
USGS,01589000,2012-09-19,107,A,16.7,A,15.8,A,5.07,A
USGS,01589000,2012-09-20,46.1,A,5.2,A,13.3,A,1.66,A
USGS,01589000,2012-09-21,39.4,A,4.6,A,11.8,A,1.25,A
USGS,01589000,2012-09-22,40.2,A,4.8,A,10.2,A,1.1,A
USGS,01589000,2012-09-23,40.6,A,4.1,A,7.7,A,0.85,A
USGS,01589000,2012-09-24,35.1,A,3.9,A,5,A,0.48,A
USGS,01589000,2012-09-25,33.4,A,3.6,A,2.6,A,0.23,A
USGS,01589000,2012-09-26,35.6,A,3.6,A,2.9,A,0.27,A
USGS,01589000,2012-09-27,38.9,A,3.2,A,3.3,A,0.34,A
USGS,01589000,2012-09-28,55.2,A,3.4,A,5,A,0.74,A
USGS,01589000,2012-09-29,43.3,A,3,A,7.1,A,0.83,A
USGS,01589000,2012-09-30,38.2,A,2.9,A,9.1,A,0.92,A
USGS,01589000,2012-10-01,41.6,A,2.7,A,5,A,0.56,A
USGS,01589000,2012-10-02,605,A,262,A,337,A,1210,A
USGS,01589000,2012-10-03,228,A,58.8,A,45,A,35,A
USGS,01589000,2012-10-04,107,A,10.9,A,8,A,2.3,A
USGS,01589000,2012-10-05,78.4,A,5.7,A,5,A,1.1,A
USGS,01589000,2012-10-06,64.3,A,5.4,A,6,A,1,A
USGS,01589000,2012-10-07,59.8,A,4.9,A,5,A,0.74,A
USGS,01589000,2012-10-08,58.4,A,4.1,A,5,A,0.75,A
USGS,01589000,2012-10-09,56,A,3.7,A,5,A,0.76,A
USGS,01589000,2012-10-10,54.6,A,3.5,A,5,A,0.74,A
USGS,01589000,2012-10-11,51.5,A,2.8,A,5,A,0.7,A
USGS,01589000,2012-10-12,49.5,A,2.5,A,5,A,0.67,A
USGS,01589000,2012-10-13,48.3,A,2.7,A,5,A,0.64,A
USGS,01589000,2012-10-14,49.3,A,2.6,A,4,A,0.59,A
USGS,01589000,2012-10-15,68.3,A,5.3,A,5,A,1.1,A
USGS,01589000,2012-10-16,71.5,A,4,A,5,A,1,A
USGS,01589000,2012-10-17,55.9,A,2.3,A,4,A,0.57,A
USGS,01589000,2012-10-18,53.2,A,2.2,A,4,A,0.52,A
USGS,01589000,2012-10-19,229,A,66.5,A,47,A,37,A
USGS,01589000,2012-10-20,138,A,37,A,14,A,6.1,A
USGS,01589000,2012-10-21,72.6,A,4.3,A,6,A,1.2,A
USGS,01589000,2012-10-22,63,A,3.3,A,4,A,0.7,A
USGS,01589000,2012-10-23,60.3,A,2.9,A,4,A,0.65,A
USGS,01589000,2012-10-24,59.4,A,3.1,A,4,A,0.69,A
USGS,01589000,2012-10-25,58.9,A,2.7,A,5,A,0.74,A
USGS,01589000,2012-10-26,59.6,A,2.8,A,4,A,0.64,A
USGS,01589000,2012-10-27,61.1,A,2.8,A,4,A,0.66,A
USGS,01589000,2012-10-28,61,A,3,A,4,A,0.71,A
USGS,01589000,2012-12-01,80.1,A,1.7,A,33,A,7.2,A
USGS,01589000,2012-12-02,80,A,1.7,A,27,A,5.9,A
USGS,01589000,2012-12-03,81.5,A,1.6,A,21,A,4.6,A
USGS,01589000,2012-12-04,80.7,A,1.6,A,15,A,3.2,A
USGS,01589000,2012-12-05,80,A,1.6,A,8,A,1.8,A
USGS,01589000,2012-12-06,76.4,A,1.5,A,4,A,0.73,A
USGS,01589000,2012-12-07,77.9,A,1.4,A,4,A,0.77,A
USGS,01589000,2012-12-08,80.6,A,1.4,A,4,A,0.92,A
USGS,01589000,2012-12-09,94.6,A,1.8,A,5,A,1.2,A
USGS,01589000,2012-12-10,101,A,1.8,A,5,A,1.5,A
USGS,01589000,2012-12-11,91,A,1.7,A,6,A,1.4,A
USGS,01589000,2012-12-12,82.5,A,1.7,A,6,A,1.4,A
USGS,01589000,2012-12-13,78.9,A,1.5,A,7,A,1.5,A
USGS,01589000,2012-12-14,77.5,A,1.4,A,8,A,1.6,A
USGS,01589000,2012-12-15,77.2,A,1.5,A,8,A,1.7,A
USGS,01589000,2012-12-16,77.1,A,1.5,A,9,A,1.8,A
USGS,01589000,2012-12-17,79.8,A,1.6,A,9,A,2,A
USGS,01589000,2012-12-18,84.5,A,1.6,A,10,A,2.3,A
USGS,01589000,2012-12-19,78.7,A,1.6,A,15,A,3.2,A
USGS,01589000,2012-12-20,77.3,A,1.6,A,13,A,2.8,A
USGS,01589000,2012-12-21,434,A,51.3,A,65,A,85,A
USGS,01589000,2012-12-22,172,A,36.6,A,39,A,17,A
USGS,01589000,2012-12-23,125,A,9.4,A,62,A,21,A
USGS,01589000,2012-12-28,527,A,10.3,A,20,A,29,A
USGS,01589000,2012-12-29,401,A,5,A,21,A,23,A
USGS,01589000,2012-12-30,359,A,5.1,A,20,A,20,A
USGS,01589000,2012-12-31,265,A,3.3,A,18,A,13,A
USGS,01589000,2013-01-01,232,A,2.9,A,16,A,10,A
USGS,01589000,2013-01-02,214,A,2.8,A,15,A,8.4,A
USGS,01589000,2013-01-03,179,A,2.1,A,13,A,6.1,A
USGS,01589000,2013-01-04,161,A,2.1,A,11,A,4.7,A
USGS,01589000,2013-01-05,149,A,2.2,A,9,A,3.6,A
USGS,01589000,2013-01-06,140,A,2.1,A,9,A,3.5,A
USGS,01589000,2013-01-07,136,A,2.3,A,12,A,4.5,A
USGS,01589000,2013-01-08,121,A,2,A,15,A,4.9,A
USGS,01589000,2013-01-09,119,A,1.7,A,18,A,5.8,A
USGS,01589000,2013-01-10,116,A,1.9,A,21,A,6.5,A
USGS,01589000,2013-01-11,114,A,2.1,A,24,A,7.3,A
USGS,01589000,2013-01-12,136,A,2.5,A,27,A,9.8,A
USGS,01589000,2013-01-13,123,A,2.4,A,30,A,9.8,A
USGS,01589000,2013-01-14,122,A,2,A,32,A,11,A
USGS,01589000,2013-01-15,183,A,3.4,A,46,A,23,A
USGS,01589000,2013-01-16,693,A,45,A,67,A,127,A
USGS,01589000,2013-01-17,527,A,13.4,A,20,A,29,A
USGS,01589000,2013-01-18,383,A,4.2,A,20,A,20,A
USGS,01589000,2013-01-19,299,A,2.8,A,23,A,19,A
USGS,01589000,2013-01-20,263,A,2.8,A,26,A,18,A
USGS,01589000,2013-01-21,230,A,2.7,A,22,A,14,A
USGS,01589000,2013-01-22,210,A,2.3,A,14,A,8.1,A
USGS,01589000,2013-01-23,158,A,3.2,A,11,A,4.6,A
USGS,01589000,2013-01-25,145,A e,5.7,A,5,A e,2.2,A e
USGS,01589000,2013-01-26,142,A e,2.7,A,14,A e,6.5,A e
USGS,01589000,2013-01-27,140,A e,2.9,A,15,A e,9,A e
USGS,01589000,2013-01-28,127,A,2.1,A,9,A,3.1,A
USGS,01589000,2013-01-29,134,A,2.4,A,9,A,3.3,A
USGS,01589000,2013-01-30,406,A,57.9,A,82,A,355,A
USGS,01589000,2013-03-19,391,A,3.6,A,52,A,55,A
USGS,01589000,2013-03-20,328,A,2.4,A,50,A,44,A
USGS,01589000,2013-03-21,308,A,2,A,49,A,40,A
USGS,01589000,2013-03-22,274,A,1.8,A,47,A,35,A
USGS,01589000,2013-03-23,261,A,1.7,A,46,A,32,A
USGS,01589000,2013-03-24,252,A,1.7,A,44,A,30,A
USGS,01589000,2013-03-25,302,A,2.2,A,46,A,38,A
USGS,01589000,2013-03-27,323,A,2.8,A,56,A,49,A
USGS,01589000,2013-03-28,284,A,2,A,51,A,39,A
USGS,01589000,2013-03-29,263,A,1.8,A,46,A,32,A
USGS,01589000,2013-03-30,249,A,1.7,A,40,A,27,A
USGS,01589000,2013-03-31,238,A,1.7,A,35,A,23,A
USGS,01589000,2013-04-01,249,A,1.6,A,33,A,23,A
USGS,01589000,2013-04-02,233,A,1.6,A,30,A,19,A
USGS,01589000,2013-04-03,214,A,1.5,A,27,A,16,A
USGS,01589000,2013-04-04,201,A,1.5,A,14,A,7.5,A
USGS,01589000,2013-04-05,205,A,1.4,A,7,A,3.8,A
USGS,01589000,2013-04-06,195,A,1.3,A,4,A,2.4,A
USGS,01589000,2013-04-07,186,A,1.3,A,4,A,2,A
USGS,01589000,2013-04-10,177,A,1.2,A,3,A,1.5,A
USGS,01589000,2013-04-11,169,A,1.3,A,2,A,1.1,A
USGS,01589000,2013-04-12,220,A,3.9,A,7,A,4.3,A
USGS,01589000,2013-04-15,193,A,1.4,A,6,A,3.1,A
USGS,01589000,2013-04-17,178,A,1.4,A,6,A,2.9,A
USGS,01589000,2013-04-18,186,A,1.5,A,6,A,2.8,A
USGS,01589000,2013-04-19,237,A,9.2,A,19,A,21,A
USGS,01589000,2013-04-20,773,A,57,A,93,A,230,A
USGS,01589000,2013-04-24,232,A,1.8,A,5,A,3.1,A
USGS,01589000,2013-04-25,220,A,2,A,5,A,3,A
USGS,01589000,2013-05-03,169,A,1.7,A,4,A,1.8,A
USGS,01589000,2013-05-04,153,A,1.7,A,4,A,1.7,A
USGS,01589000,2013-05-05,141,A,1.8,A,4,A,1.5,A
USGS,01589000,2013-05-06,132,A,1.9,A,4,A,1.4,A
USGS,01589000,2013-05-07,187,A,5.8,A,9,A,5.9,A
USGS,01589000,2013-05-08,326,A,8.1,A,15,A,13,A
USGS,01589000,2013-05-09,231,A,4.2,A,7,A,4.5,A
USGS,01589000,2013-05-10,212,A,9.7,A,12,A,9.8,A
USGS,01589000,2013-05-11,511,A,24.7,A,40,A,57,A
USGS,01589000,2013-05-12,496,A,25.2,A,41,A,58,A
USGS,01589000,2013-05-13,311,A,5.4,A,11,A,9.3,A
USGS,01589000,2013-05-15,222,A,3.1,A,6,A,3.8,A
USGS,01589000,2013-05-16,205,A,3,A,6,A,3.6,A
USGS,01589000,2013-05-17,187,A,2.8,A,6,A,3,A
USGS,01589000,2013-05-18,163,A,2.8,A,6,A,2.5,A
USGS,01589000,2013-05-19,153,A,2.8,A,5,A,1.9,A
USGS,01589000,2013-05-20,157,A,2.7,A,3,A,1.4,A
USGS,01589000,2013-05-21,141,A,2.5,A,2,A,0.84,A
USGS,01589000,2013-05-22,128,A,2.5,A,2,A,0.68,A
USGS,01589000,2013-05-23,236,A,23.1,A,34,A,84,A
USGS,01589000,2013-05-24,466,A,101,A,123,A,224,A
USGS,01589000,2013-05-25,221,A,9.5,A,29,A,17,A
USGS,01589000,2013-05-26,163,A,5,A,25,A,11,A
USGS,01589000,2013-05-27,128,A,4.1,A,16,A,5.6,A
USGS,01589000,2013-05-28,118,A,4.2,A,9,A,3,A
USGS,01589000,2013-05-29,113,A,3.8,A,6,A,1.9,A
USGS,01589000,2013-05-30,103,A,3.2,A,4,A,1.1,A
USGS,01589000,2013-05-31,91.4,A,3.3,A,3,A,0.64,A
USGS,01589000,2013-06-01,85.8,A,3.2,A,1,A,0.34,A
USGS,01589000,2013-06-02,88.2,A,4.1,A,4,A,0.99,A
USGS,01589000,2013-06-03,153,A,6.6,A,9,A,3.6,A
USGS,01589000,2013-06-04,101,A,5.2,A,13,A,3.6,A
USGS,01589000,2013-06-05,83.7,A,3.8,A,13,A,2.9,A
USGS,01589000,2013-06-06,84.5,A,4,A,7,A,1.8,A
USGS,01589000,2013-06-07,432,A,35.3,A,53,A,65,A
USGS,01589000,2013-06-08,337,A,15.4,A,27,A,27,A
USGS,01589000,2013-06-09,216,A,6.1,A,11,A,6.6,A
USGS,01589000,2013-06-10,1040,A,159,A,317,A,1550,A
USGS,01589000,2013-06-12,678,A,14,A,22,A,44,A
USGS,01589000,2013-06-13,501,A,11.5,A,17,A,26,A
USGS,01589000,2013-06-14,454,A,6.7,A,9,A,11,A
USGS,01589000,2013-06-15,319,A,4.8,A,16,A,14,A
USGS,01589000,2013-06-16,252,A,3.9,A,13,A,9,A
USGS,01589000,2013-06-17,219,A,3.7,A,12,A,7.2,A
USGS,01589000,2013-06-18,228,A,3.2,A,25,A,16,A
USGS,01589000,2013-06-19,277,A,5,A,30,A,23,A
USGS,01589000,2013-06-20,224,A,3.3,A,20,A,12,A
USGS,01589000,2013-06-21,181,A,3.1,A,14,A,7,A
USGS,01589000,2013-06-22,150,A,2.2,A,8,A,3.5,A
USGS,01589000,2013-06-23,140,A,1.9,A,6,A,2.4,A
USGS,01589000,2013-06-24,137,A,1.8,A,8,A,3.1,A
USGS,01589000,2013-06-25,124,A,1.6,A,11,A,3.8,A
USGS,01589000,2013-06-26,158,A,6.3,A,27,A,12,A
USGS,01589000,2013-06-27,224,A,30.3,A,41,A,26,A
USGS,01589000,2013-06-28,173,A,17.3,A,25,A,12,A
USGS,01589000,2013-06-29,177,A,4.3,A,13,A,6.2,A
USGS,01589000,2013-06-30,187,A,23.8,A,28,A,18,A
USGS,01589000,2013-07-01,163,A,20,A,22,A,10,A
USGS,01589000,2013-07-02,146,A,4.8,A,14,A,5.4,A
USGS,01589000,2013-07-03,157,A,4.3,A,15,A,6.4,A
USGS,01589000,2013-07-04,156,A,4.3,A,10,A,4.2,A
USGS,01589000,2013-07-05,124,A,3.3,A,7,A,2.2,A
USGS,01589000,2013-07-06,110,A,3.2,A,8,A,2.5,A
USGS,01589000,2013-07-07,99.6,A,3,A,10,A,2.7,A
USGS,01589000,2013-07-08,106,A,3.2,A,11,A,3.2,A
USGS,01589000,2013-07-09,94.9,A,3.3,A,12,A,3,A
USGS,01589000,2013-07-10,102,A,3.2,A,12,A,3.3,A
USGS,01589000,2013-07-11,122,A,3.7,A,12,A,3.9,A
USGS,01589000,2013-07-12,161,A,7,A,12,A,5.1,A
USGS,01589000,2013-07-13,149,A,6,A,12,A,4.6,A
USGS,01589000,2013-07-14,135,A,5.4,A,11,A,4.2,A
USGS,01589000,2013-07-15,119,A,4.3,A,11,A,3.6,A
USGS,01589000,2013-07-16,85.4,A,3.7,A,11,A,2.6,A
USGS,01589000,2013-07-17,76.8,A,2.9,A,11,A,2.3,A
USGS,01589000,2013-07-18,68.9,A,2.2,A,11,A,2,A
USGS,01589000,2013-07-19,65.9,A,1.9,A,9,A,1.7,A
USGS,01589000,2013-07-20,64.8,A,1.8,A,8,A,1.4,A
USGS,01589000,2013-07-21,66.6,A,2.2,A,6,A,1.2,A
USGS,01589000,2013-07-22,65.5,A,2.2,A,5,A,0.97,A
USGS,01589000,2013-07-23,122,A,13.8,A,16,A,5.5,A
USGS,01589000,2013-07-24,74.6,A,3.9,A,5,A,0.99,A
USGS,01589000,2013-07-25,63.5,A,3.1,A,4,A,0.63,A
